strategy,model,elo,full_elo,delta,absolute_delta
targeted_size_2_min_10,baidu/Unlimited-OCR,1469.7309981503452,1545.2060026385532,-75.47500448820801,75.47500448820801
targeted_size_2_min_10,deepseek-ai/DeepSeek-OCR,1389.8648193014194,1451.9970235866688,-62.13220428524937,62.13220428524937
targeted_size_2_min_10,deepseek-ai/DeepSeek-OCR-2,1347.8889020867468,1380.2125479868414,-32.32364590009456,32.32364590009456
targeted_size_2_min_10,lightonai/LightOnOCR-2-1B,1832.5442474811484,1741.2525107847546,91.29173669639385,91.29173669639385
targeted_size_2_min_10,numind/NuExtract3,1571.3398967045782,1689.6190357899554,-118.27913908537721,118.27913908537721
targeted_size_2_min_10,rednote-hilab/dots.mocr,1866.7924427944317,1745.4252593866306,121.36718340780112,121.36718340780112
targeted_size_2_min_10,rednote-hilab/dots.ocr,956.3624072814648,890.6755485577996,65.68685872366518,65.68685872366518
targeted_size_2_min_10,tesseract-5,1220.7009515760715,1112.5865083646895,108.11444321138197,108.11444321138197
targeted_size_2_min_10,zai-org/GLM-OCR,1655.3072944916464,1738.1794754621453,-82.8721809704989,82.8721809704989
targeted_size_3_min_5,FireRedTeam/FireRed-OCR,1643.480912656966,1557.449386684769,86.03152597219696,86.03152597219696
targeted_size_3_min_5,PaddlePaddle/PP-OCRv6_medium,1379.6772153920847,1397.0965599286017,-17.419344536516974,17.419344536516974
targeted_size_3_min_5,PaddlePaddle/PaddleOCR-VL-1.6,1618.2259346774688,1462.9745524973894,155.25138218007942,155.25138218007942
targeted_size_3_min_5,allenai/olmOCR-2-7B-1025-FP8,1597.4359505773557,1719.231138029067,-121.7951874517114,121.7951874517114
targeted_size_3_min_5,baidu/Qianfan-OCR,1502.0187746993581,1568.0944503021342,-66.07567560277607,66.07567560277607
targeted_size_3_min_5,baidu/Unlimited-OCR,1440.5804020769444,1545.2060026385532,-104.62560056160874,104.62560056160874
targeted_size_3_min_5,deepseek-ai/DeepSeek-OCR,1380.0392388821308,1451.9970235866688,-71.95778470453797,71.95778470453797
targeted_size_3_min_5,deepseek-ai/DeepSeek-OCR-2,1352.7679837448773,1380.2125479868414,-27.444564241964144,27.444564241964144
targeted_size_3_min_5,lightonai/LightOnOCR-2-1B,1736.1743812456357,1741.2525107847546,-5.0781295391188905,5.0781295391188905
targeted_size_3_min_5,numind/NuExtract3,1558.0228780431187,1689.6190357899554,-131.59615774683675,131.59615774683675
targeted_size_3_min_5,rednote-hilab/dots.mocr,1848.054900386524,1745.4252593866306,102.62964099989335,102.62964099989335
targeted_size_3_min_5,rednote-hilab/dots.ocr,952.5729095569341,890.6755485577996,61.897360999134435,61.897360999134435
targeted_size_3_min_5,tesseract-5,1209.2828405221953,1112.5865083646895,96.69633215750582,96.69633215750582
targeted_size_3_min_5,zai-org/GLM-OCR,1781.6656775384063,1738.1794754621453,43.48620207626095,43.48620207626095
targeted_size_3_min_15,FireRedTeam/FireRed-OCR,1613.4265061457595,1557.449386684769,55.97711946099048,55.97711946099048
targeted_size_3_min_15,PaddlePaddle/PP-OCRv6_medium,1387.404191581624,1397.0965599286017,-9.692368346977673,9.692368346977673
targeted_size_3_min_15,PaddlePaddle/PaddleOCR-VL-1.6,1462.4611566414483,1462.9745524973894,-0.5133958559410985,0.5133958559410985
targeted_size_3_min_15,allenai/olmOCR-2-7B-1025-FP8,1628.6862596842361,1719.231138029067,-90.54487834483098,90.54487834483098
targeted_size_3_min_15,baidu/Qianfan-OCR,1541.1377796548968,1568.0944503021342,-26.956670647237388,26.956670647237388
targeted_size_3_min_15,baidu/Unlimited-OCR,1477.7399853405952,1545.2060026385532,-67.46601729795793,67.46601729795793
targeted_size_3_min_15,deepseek-ai/DeepSeek-OCR,1416.0457043006472,1451.9970235866688,-35.951319286021544,35.951319286021544
targeted_size_3_min_15,deepseek-ai/DeepSeek-OCR-2,1381.398389655434,1380.2125479868414,1.1858416685925022,1.1858416685925022
targeted_size_3_min_15,lightonai/LightOnOCR-2-1B,1738.5779937997568,1741.2525107847546,-2.6745169849978083,2.6745169849978083
targeted_size_3_min_15,numind/NuExtract3,1597.707417047832,1689.6190357899554,-91.91161874212344,91.91161874212344
targeted_size_3_min_15,rednote-hilab/dots.mocr,1843.8304414058673,1745.4252593866306,98.40518201923669,98.40518201923669
targeted_size_3_min_15,rednote-hilab/dots.ocr,947.0957655919705,890.6755485577996,56.42021703417083,56.42021703417083
targeted_size_3_min_15,tesseract-5,1197.3374054968394,1112.5865083646895,84.75089713214993,84.75089713214993
targeted_size_3_min_15,zai-org/GLM-OCR,1767.151003653093,1738.1794754621453,28.971528190947765,28.971528190947765
targeted_size_5_min_10,FireRedTeam/FireRed-OCR,1607.869184480983,1557.449386684769,50.41979779621397,50.41979779621397
targeted_size_5_min_10,PaddlePaddle/PP-OCRv6_medium,1389.0671908582858,1397.0965599286017,-8.029369070315852,8.029369070315852
targeted_size_5_min_10,PaddlePaddle/PaddleOCR-VL-1.6,1459.276992666841,1462.9745524973894,-3.697559830548471,3.697559830548471
targeted_size_5_min_10,allenai/olmOCR-2-7B-1025-FP8,1641.6028731708125,1719.231138029067,-77.62826485825462,77.62826485825462
targeted_size_5_min_10,baidu/Qianfan-OCR,1534.835864168096,1568.0944503021342,-33.258586134038296,33.258586134038296
targeted_size_5_min_10,baidu/Unlimited-OCR,1507.8178621579427,1545.2060026385532,-37.388140480610446,37.388140480610446
targeted_size_5_min_10,deepseek-ai/DeepSeek-OCR,1417.789766415991,1451.9970235866688,-34.20725717067785,34.20725717067785
targeted_size_5_min_10,deepseek-ai/DeepSeek-OCR-2,1378.4484194360455,1380.2125479868414,-1.764128550795931,1.764128550795931
targeted_size_5_min_10,lightonai/LightOnOCR-2-1B,1748.8083433448191,1741.2525107847546,7.555832560064573,7.555832560064573
targeted_size_5_min_10,numind/NuExtract3,1605.3996229247402,1689.6190357899554,-84.21941286521519,84.21941286521519
targeted_size_5_min_10,rednote-hilab/dots.mocr,1792.358569623159,1745.4252593866306,46.933310236528314,46.933310236528314
targeted_size_5_min_10,rednote-hilab/dots.ocr,947.6817327503769,890.6755485577996,57.00618419257728,57.00618419257728
targeted_size_5_min_10,tesseract-5,1197.6390075573959,1112.5865083646895,85.05249919270636,85.05249919270636
targeted_size_5_min_10,zai-org/GLM-OCR,1771.4045704445111,1738.1794754621453,33.22509498236582,33.22509498236582
targeted_v2_warmup_5,FireRedTeam/FireRed-OCR,1633.0661587781437,1557.449386684769,75.61677209337472,75.61677209337472
targeted_v2_warmup_5,PaddlePaddle/PP-OCRv6_medium,1378.5509421275347,1397.0965599286017,-18.54561780106701,18.54561780106701
targeted_v2_warmup_5,PaddlePaddle/PaddleOCR-VL-1.6,1489.5851365342287,1462.9745524973894,26.610584036839327,26.610584036839327
targeted_v2_warmup_5,allenai/olmOCR-2-7B-1025-FP8,1617.7060474973778,1719.231138029067,-101.52509053168933,101.52509053168933
targeted_v2_warmup_5,baidu/Qianfan-OCR,1539.3832484613636,1568.0944503021342,-28.711201840770627,28.711201840770627
targeted_v2_warmup_5,baidu/Unlimited-OCR,1520.2549659248068,1545.2060026385532,-24.951036713746362,24.951036713746362
targeted_v2_warmup_5,deepseek-ai/DeepSeek-OCR,1437.8082997396057,1451.9970235866688,-14.188723847063102,14.188723847063102
targeted_v2_warmup_5,deepseek-ai/DeepSeek-OCR-2,1393.7406984861343,1380.2125479868414,13.528150499292906,13.528150499292906
targeted_v2_warmup_5,lightonai/LightOnOCR-2-1B,1663.2040351738883,1741.2525107847546,-78.04847561086626,78.04847561086626
targeted_v2_warmup_5,numind/NuExtract3,1583.5634855810165,1689.6190357899554,-106.05555020893894,106.05555020893894
targeted_v2_warmup_5,rednote-hilab/dots.mocr,1817.811063950996,1745.4252593866306,72.38580456436534,72.38580456436534
targeted_v2_warmup_5,rednote-hilab/dots.ocr,1048.1461002900596,890.6755485577996,157.47055173226,157.47055173226
targeted_v2_warmup_5,tesseract-5,1219.1549769230849,1112.5865083646895,106.56846855839535,106.56846855839535
targeted_v2_warmup_5,zai-org/GLM-OCR,1658.024840531759,1738.1794754621453,-80.15463493038624,80.15463493038624
targeted_v2_warmup_10,FireRedTeam/FireRed-OCR,1609.5530540751233,1557.449386684769,52.1036673903543,52.1036673903543
targeted_v2_warmup_10,PaddlePaddle/PP-OCRv6_medium,1405.5694788204771,1397.0965599286017,8.472918891875452,8.472918891875452
targeted_v2_warmup_10,PaddlePaddle/PaddleOCR-VL-1.6,1504.841469006784,1462.9745524973894,41.86691650939474,41.86691650939474
targeted_v2_warmup_10,allenai/olmOCR-2-7B-1025-FP8,1638.649188052229,1719.231138029067,-80.58194997683813,80.58194997683813
targeted_v2_warmup_10,baidu/Qianfan-OCR,1561.8338533353342,1568.0944503021342,-6.260596966799994,6.260596966799994
targeted_v2_warmup_10,baidu/Unlimited-OCR,1550.500239335426,1545.2060026385532,5.294236696872758,5.294236696872758
targeted_v2_warmup_10,deepseek-ai/DeepSeek-OCR,1473.6932550160866,1451.9970235866688,21.69623142941782,21.69623142941782
targeted_v2_warmup_10,deepseek-ai/DeepSeek-OCR-2,1450.3162027749963,1380.2125479868414,70.10365478815493,70.10365478815493
targeted_v2_warmup_10,lightonai/LightOnOCR-2-1B,1678.0896999616534,1741.2525107847546,-63.162810823101154,63.162810823101154
targeted_v2_warmup_10,numind/NuExtract3,1603.1064302580833,1689.6190357899554,-86.51260553187217,86.51260553187217
targeted_v2_warmup_10,rednote-hilab/dots.mocr,1703.374304097687,1745.4252593866306,-42.05095528894367,42.05095528894367
targeted_v2_warmup_10,rednote-hilab/dots.ocr,989.7414932324835,890.6755485577996,99.06594467468392,99.06594467468392
targeted_v2_warmup_10,tesseract-5,1160.5043899819825,1112.5865083646895,47.917881617293006,47.917881617293006
targeted_v2_warmup_10,zai-org/GLM-OCR,1670.2269420516536,1738.1794754621453,-67.9525334104917,67.9525334104917
targeted_v2_explore_every_3,FireRedTeam/FireRed-OCR,1630.6920706317392,1557.449386684769,73.24268394697015,73.24268394697015
targeted_v2_explore_every_3,PaddlePaddle/PP-OCRv6_medium,1399.2162696618263,1397.0965599286017,2.1197097332246813,2.1197097332246813
targeted_v2_explore_every_3,PaddlePaddle/PaddleOCR-VL-1.6,1482.4525331108623,1462.9745524973894,19.477980613472937,19.477980613472937
targeted_v2_explore_every_3,allenai/olmOCR-2-7B-1025-FP8,1734.9551475708581,1719.231138029067,15.72400954179102,15.72400954179102
targeted_v2_explore_every_3,baidu/Qianfan-OCR,1599.5590661571557,1568.0944503021342,31.46461585502152,31.46461585502152
targeted_v2_explore_every_3,baidu/Unlimited-OCR,1545.0083820431003,1545.2060026385532,-0.19762059545291777,0.19762059545291777
targeted_v2_explore_every_3,deepseek-ai/DeepSeek-OCR,1413.1052520605142,1451.9970235866688,-38.89177152615457,38.89177152615457
targeted_v2_explore_every_3,deepseek-ai/DeepSeek-OCR-2,1305.1771911858696,1380.2125479868414,-75.03535680097184,75.03535680097184
targeted_v2_explore_every_3,lightonai/LightOnOCR-2-1B,1777.5430173968446,1741.2525107847546,36.290506612089985,36.290506612089985
targeted_v2_explore_every_3,numind/NuExtract3,1717.252180625907,1689.6190357899554,27.633144835951498,27.633144835951498
targeted_v2_explore_every_3,rednote-hilab/dots.mocr,1772.3700975287675,1745.4252593866306,26.94483814213686,26.94483814213686
targeted_v2_explore_every_3,rednote-hilab/dots.ocr,792.1181443689077,890.6755485577996,-98.55740418889195,98.55740418889195
targeted_v2_explore_every_3,tesseract-5,1060.215191730965,1112.5865083646895,-52.37131663372452,52.37131663372452
targeted_v2_explore_every_3,zai-org/GLM-OCR,1770.335455926683,1738.1794754621453,32.155980464537606,32.155980464537606
targeted_v2_warmup_5_explore_3_annotate_3x,FireRedTeam/FireRed-OCR,1563.6216723985356,1557.449386684769,6.1722857137665414,6.1722857137665414
targeted_v2_warmup_5_explore_3_annotate_3x,PaddlePaddle/PP-OCRv6_medium,1359.1283790504326,1397.0965599286017,-37.96818087816905,37.96818087816905
targeted_v2_warmup_5_explore_3_annotate_3x,PaddlePaddle/PaddleOCR-VL-1.6,1462.1563493606204,1462.9745524973894,-0.8182031367689433,0.8182031367689433
targeted_v2_warmup_5_explore_3_annotate_3x,allenai/olmOCR-2-7B-1025-FP8,1678.5702750473943,1719.231138029067,-40.660862981672835,40.660862981672835
targeted_v2_warmup_5_explore_3_annotate_3x,baidu/Qianfan-OCR,1563.059300514666,1568.0944503021342,-5.035149787468299,5.035149787468299
targeted_v2_warmup_5_explore_3_annotate_3x,baidu/Unlimited-OCR,1523.620796710941,1545.2060026385532,-21.58520592761215,21.58520592761215
targeted_v2_warmup_5_explore_3_annotate_3x,deepseek-ai/DeepSeek-OCR,1434.8844874590588,1451.9970235866688,-17.11253612760993,17.11253612760993
targeted_v2_warmup_5_explore_3_annotate_3x,deepseek-ai/DeepSeek-OCR-2,1389.3976050877043,1380.2125479868414,9.185057100862878,9.185057100862878
targeted_v2_warmup_5_explore_3_annotate_3x,lightonai/LightOnOCR-2-1B,1695.4889972978024,1741.2525107847546,-45.763513486952206,45.763513486952206
targeted_v2_warmup_5_explore_3_annotate_3x,numind/NuExtract3,1636.9966241204509,1689.6190357899554,-52.62241166950457,52.62241166950457
targeted_v2_warmup_5_explore_3_annotate_3x,rednote-hilab/dots.mocr,1792.726987698778,1745.4252593866306,47.30172831214736,47.30172831214736
targeted_v2_warmup_5_explore_3_annotate_3x,rednote-hilab/dots.ocr,978.8284730418867,890.6755485577996,88.15292448408707,88.15292448408707
targeted_v2_warmup_5_explore_3_annotate_3x,tesseract-5,1181.7368334994678,1112.5865083646895,69.15032513477831,69.15032513477831
targeted_v2_warmup_5_explore_3_annotate_3x,zai-org/GLM-OCR,1739.7832187122617,1738.1794754621453,1.6037432501163948,1.6037432501163948
targeted_v2_warmup_10_explore_3_annotate_3x,FireRedTeam/FireRed-OCR,1566.505914167425,1557.449386684769,9.056527482656065,9.056527482656065
targeted_v2_warmup_10_explore_3_annotate_3x,PaddlePaddle/PP-OCRv6_medium,1399.588726777184,1397.0965599286017,2.4921668485824284,2.4921668485824284
targeted_v2_warmup_10_explore_3_annotate_3x,PaddlePaddle/PaddleOCR-VL-1.6,1493.208336041072,1462.9745524973894,30.233783543682648,30.233783543682648
targeted_v2_warmup_10_explore_3_annotate_3x,allenai/olmOCR-2-7B-1025-FP8,1660.6962647727582,1719.231138029067,-58.534873256308856,58.534873256308856
targeted_v2_warmup_10_explore_3_annotate_3x,baidu/Qianfan-OCR,1560.8388644628626,1568.0944503021342,-7.255585839271589,7.255585839271589
targeted_v2_warmup_10_explore_3_annotate_3x,baidu/Unlimited-OCR,1552.4905896931555,1545.2060026385532,7.284587054602298,7.284587054602298
targeted_v2_warmup_10_explore_3_annotate_3x,deepseek-ai/DeepSeek-OCR,1481.1312209253567,1451.9970235866688,29.134197338687954,29.134197338687954
targeted_v2_warmup_10_explore_3_annotate_3x,deepseek-ai/DeepSeek-OCR-2,1435.0430425115603,1380.2125479868414,54.830494524718915,54.830494524718915
targeted_v2_warmup_10_explore_3_annotate_3x,lightonai/LightOnOCR-2-1B,1703.4194733050372,1741.2525107847546,-37.833037479717404,37.833037479717404
targeted_v2_warmup_10_explore_3_annotate_3x,numind/NuExtract3,1625.1807493413353,1689.6190357899554,-64.43828644862015,64.43828644862015
targeted_v2_warmup_10_explore_3_annotate_3x,rednote-hilab/dots.mocr,1704.1059067393662,1745.4252593866306,-41.319352647264395,41.319352647264395
targeted_v2_warmup_10_explore_3_annotate_3x,rednote-hilab/dots.ocr,990.3151628354453,890.6755485577996,99.6396142776457,99.6396142776457
targeted_v2_warmup_10_explore_3_annotate_3x,tesseract-5,1148.9315733513142,1112.5865083646895,36.34506498662472,36.34506498662472
targeted_v2_warmup_10_explore_3_annotate_3x,zai-org/GLM-OCR,1678.5441750761272,1738.1794754621453,-59.635300386018116,59.635300386018116
targeted_v2_warmup_5_explore_3_size_stop_3x,FireRedTeam/FireRed-OCR,1568.1460930084588,1557.449386684769,10.696706323689796,10.696706323689796
targeted_v2_warmup_5_explore_3_size_stop_3x,PaddlePaddle/PP-OCRv6_medium,1357.4682136865583,1397.0965599286017,-39.628346242043335,39.628346242043335
targeted_v2_warmup_5_explore_3_size_stop_3x,PaddlePaddle/PaddleOCR-VL-1.6,1466.904200168557,1462.9745524973894,3.929647671167686,3.929647671167686
targeted_v2_warmup_5_explore_3_size_stop_3x,allenai/olmOCR-2-7B-1025-FP8,1674.0928720139548,1719.231138029067,-45.13826601511232,45.13826601511232
targeted_v2_warmup_5_explore_3_size_stop_3x,baidu/Qianfan-OCR,1564.7900946582236,1568.0944503021342,-3.3043556439106396,3.3043556439106396
targeted_v2_warmup_5_explore_3_size_stop_3x,baidu/Unlimited-OCR,1521.3045615355204,1545.2060026385532,-23.901441103032766,23.901441103032766
targeted_v2_warmup_5_explore_3_size_stop_3x,deepseek-ai/DeepSeek-OCR,1431.8866475038626,1451.9970235866688,-20.11037608280617,20.11037608280617
targeted_v2_warmup_5_explore_3_size_stop_3x,deepseek-ai/DeepSeek-OCR-2,1396.756918375702,1380.2125479868414,16.54437038886067,16.54437038886067
targeted_v2_warmup_5_explore_3_size_stop_3x,lightonai/LightOnOCR-2-1B,1687.7204464553765,1741.2525107847546,-53.532064329378045,53.532064329378045
targeted_v2_warmup_5_explore_3_size_stop_3x,numind/NuExtract3,1636.636432568152,1689.6190357899554,-52.9826032218034,52.9826032218034
targeted_v2_warmup_5_explore_3_size_stop_3x,rednote-hilab/dots.mocr,1802.3207792691564,1745.4252593866306,56.89551988252583,56.89551988252583
targeted_v2_warmup_5_explore_3_size_stop_3x,rednote-hilab/dots.ocr,981.4488359073703,890.6755485577996,90.77328734957064,90.77328734957064
targeted_v2_warmup_5_explore_3_size_stop_3x,tesseract-5,1181.4670720477113,1112.5865083646895,68.88056368302182,68.88056368302182
targeted_v2_warmup_5_explore_3_size_stop_3x,zai-org/GLM-OCR,1729.0568328013956,1738.1794754621453,-9.122642660749761,9.122642660749761
pair-balanced_700_seed_42,FireRedTeam/FireRed-OCR,1608.3446805050585,1557.449386684769,50.89529382028945,50.89529382028945
pair-balanced_700_seed_42,PaddlePaddle/PP-OCRv6_medium,1332.8846477743145,1397.0965599286017,-64.21191215428712,64.21191215428712
pair-balanced_700_seed_42,PaddlePaddle/PaddleOCR-VL-1.6,1438.3575163571581,1462.9745524973894,-24.61703614023122,24.61703614023122
pair-balanced_700_seed_42,allenai/olmOCR-2-7B-1025-FP8,1730.214953273804,1719.231138029067,10.983815244736888,10.983815244736888
pair-balanced_700_seed_42,baidu/Qianfan-OCR,1581.4061124614927,1568.0944503021342,13.311662159358548,13.311662159358548
pair-balanced_700_seed_42,baidu/Unlimited-OCR,1564.0356246826134,1545.2060026385532,18.829622044060216,18.829622044060216
pair-balanced_700_seed_42,deepseek-ai/DeepSeek-OCR,1418.1917897223525,1451.9970235866688,-33.80523386431628,33.80523386431628
pair-balanced_700_seed_42,deepseek-ai/DeepSeek-OCR-2,1385.1289084322368,1380.2125479868414,4.916360445395412,4.916360445395412
pair-balanced_700_seed_42,lightonai/LightOnOCR-2-1B,1778.2195280154026,1741.2525107847546,36.967017230648025,36.967017230648025
pair-balanced_700_seed_42,numind/NuExtract3,1737.608679123864,1689.6190357899554,47.98964333390859,47.98964333390859
pair-balanced_700_seed_42,rednote-hilab/dots.mocr,1739.579581522016,1745.4252593866306,-5.845677864614572,5.845677864614572
pair-balanced_700_seed_42,rednote-hilab/dots.ocr,845.042415658463,890.6755485577996,-45.6331328993366,45.6331328993366
pair-balanced_700_seed_42,tesseract-5,1155.173699195922,1112.5865083646895,42.58719083123242,42.58719083123242
pair-balanced_700_seed_42,zai-org/GLM-OCR,1685.8118632753017,1738.1794754621453,-52.367612186843644,52.367612186843644
pair-balanced_700_seed_43,FireRedTeam/FireRed-OCR,1657.1329483356512,1557.449386684769,99.68356165088221,99.68356165088221
pair-balanced_700_seed_43,PaddlePaddle/PP-OCRv6_medium,1378.9707197797002,1397.0965599286017,-18.12584014890149,18.12584014890149
pair-balanced_700_seed_43,PaddlePaddle/PaddleOCR-VL-1.6,1346.5901715006312,1462.9745524973894,-116.38438099675818,116.38438099675818
pair-balanced_700_seed_43,allenai/olmOCR-2-7B-1025-FP8,1727.613642061453,1719.231138029067,8.382504032385896,8.382504032385896
pair-balanced_700_seed_43,baidu/Qianfan-OCR,1534.602018112062,1568.0944503021342,-33.49243219007212,33.49243219007212
pair-balanced_700_seed_43,baidu/Unlimited-OCR,1585.4166207996852,1545.2060026385532,40.21061816113206,40.21061816113206
pair-balanced_700_seed_43,deepseek-ai/DeepSeek-OCR,1380.324223342501,1451.9970235866688,-71.67280024416777,71.67280024416777
pair-balanced_700_seed_43,deepseek-ai/DeepSeek-OCR-2,1388.941278698522,1380.2125479868414,8.728730711680555,8.728730711680555
pair-balanced_700_seed_43,lightonai/LightOnOCR-2-1B,1783.4484061534754,1741.2525107847546,42.19589536872081,42.19589536872081
