name,comparisons_consumed,comparisons_saved,percentage_saved,stopping_round,stopping_reason,kendall_tau,spearman_rho,top3_membership_matches,top3_order_matches,median_absolute_elo_delta,max_absolute_elo_delta,followup_gate_passed,deterministic_across_repeats
pair-balanced_700_seed_46,700,3593,83.69438621010949,0,predeclared_static_budget,0.8241758241758242,0.9472527472527472,False,False,32.64165559093419,75.17162456695951,False,
pair-balanced_1200_seed_42,1200,3093,72.04751921733053,0,predeclared_static_budget,0.8681318681318682,0.9692307692307693,False,False,23.661987500904274,88.99502230491316,False,
pair-balanced_1200_seed_43,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9120879120879122,0.9780219780219781,True,False,20.098080942588638,49.12059412915846,False,
pair-balanced_1200_seed_44,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,False,16.07126099562788,43.79809501398472,False,
pair-balanced_1200_seed_45,1200,3093,72.04751921733053,0,predeclared_static_budget,0.8901098901098902,0.9648351648351648,False,False,13.634785443899432,87.90073344403459,False,
pair-balanced_1200_seed_46,1200,3093,72.04751921733053,0,predeclared_static_budget,0.7802197802197802,0.9164835164835166,False,False,18.849640840560028,46.61779392949961,False,
pair-balanced_2000_seed_42,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9340659340659341,0.9824175824175824,True,True,17.57609905517836,41.62760631920446,False,
pair-balanced_2000_seed_43,2000,2293,53.41253202888423,0,predeclared_static_budget,0.8461538461538461,0.9516483516483516,False,False,18.691147917723015,37.08440189863222,False,
pair-balanced_2000_seed_44,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9560439560439562,0.9868131868131869,False,False,13.90921446886614,61.219755276211686,False,
pair-balanced_2000_seed_45,2000,2293,53.41253202888423,0,predeclared_static_budget,0.8681318681318682,0.9472527472527472,False,False,24.14393210497235,37.70822520261572,False,
pair-balanced_2000_seed_46,2000,2293,53.41253202888423,0,predeclared_static_budget,0.8461538461538461,0.9516483516483516,False,False,14.628295146603932,35.87546953284016,False,
mixed-random_700_seed_42,700,3593,83.69438621010949,0,predeclared_static_budget,0.8901098901098902,0.9736263736263736,True,False,48.24390901086883,191.33905916128492,False,
mixed-random_700_seed_43,700,3593,83.69438621010949,0,predeclared_static_budget,0.8681318681318682,0.9604395604395607,True,False,43.749006105437616,146.68479511326132,False,
mixed-random_700_seed_44,700,3593,83.69438621010949,0,predeclared_static_budget,0.8681318681318682,0.9516483516483516,True,True,47.09400014020298,141.64191457708193,False,
mixed-random_700_seed_45,700,3593,83.69438621010949,0,predeclared_static_budget,0.8681318681318682,0.9604395604395607,True,False,62.267349407023744,158.1395931362688,False,
mixed-random_700_seed_46,700,3593,83.69438621010949,0,predeclared_static_budget,0.8681318681318682,0.9604395604395607,True,False,66.90465758601249,137.55968108957904,False,
mixed-random_1200_seed_42,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9340659340659341,0.9868131868131869,True,False,28.682233615777477,122.84802081339058,False,
mixed-random_1200_seed_43,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9340659340659341,0.9824175824175824,True,True,25.867291902381794,74.11905072140735,False,
mixed-random_1200_seed_44,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,False,17.758862450584843,79.82020330682758,False,
mixed-random_1200_seed_45,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9340659340659341,0.9824175824175824,True,False,37.41866907799374,106.16791732706633,False,
mixed-random_1200_seed_46,1200,3093,72.04751921733053,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,False,36.46776810638539,69.51597998502939,False,
mixed-random_2000_seed_42,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,False,15.440279834245189,46.27017754458029,False,
mixed-random_2000_seed_43,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,True,13.683594358663413,53.06399917384374,False,
mixed-random_2000_seed_44,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9780219780219781,0.9956043956043955,True,True,11.886058722045277,39.050742104270284,False,
mixed-random_2000_seed_45,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9340659340659341,0.9824175824175824,True,False,19.45243540102524,61.374681275296325,False,
mixed-random_2000_seed_46,2000,2293,53.41253202888423,0,predeclared_static_budget,0.9560439560439562,0.9912087912087912,True,False,6.754383389918644,40.588713771635184,False,
